instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
2392,14/04/11,summer,0,4,13,0,4,1,1,0.56,0.5303,0.37,0.2239,38,121,159
2393,14/04/11,summer,0,4,14,0,4,1,1,0.56,0.5303,0.35,0.0896,36,101,137
2394,14/04/11,summer,0,4,15,0,4,1,1,0.6,0.6212,0.31,0.0896,57,85,142
2395,14/04/11,summer,0,4,16,0,4,1,1,0.6,0.6061,0.26,0.1045,49,153,202
2396,14/04/11,summer,0,4,17,0,4,1,1,0.6,0.6061,0.28,0,50,338,388
2397,14/04/11,summer,0,4,18,0,4,1,1,0.56,0.5303,0.3,0,47,290,337
2398,14/04/11,summer,0,4,19,0,4,1,1,0.54,0.5152,0.32,0,37,222,259
2399,14/04/11,summer,0,4,20,0,4,1,1,0.5,0.4848,0.51,0.194,22,147,169
2400,14/04/11,summer,0,4,21,0,4,1,1,0.46,0.4545,0.63,0.1343,19,126,145
2401,14/04/11,summer,0,4,22,0,4,1,1,0.48,0.4697,0.55,0.1045,22,82,104
2402,14/04/11,summer,0,4,23,0,4,1,1,0.46,0.4545,0.59,0.1045,7,40,47
2403,15/04/11,summer,0,4,0,1,5,0,1,0.44,0.4394,0.67,0,6,21,27
2404,15/04/11,summer,0,4,1,1,5,0,1,0.44,0.4394,0.62,0,6,9,15
2405,15/04/11,summer,0,4,2,1,5,0,1,0.4,0.4091,0.76,0,8,10,18
2406,15/04/11,summer,0,4,3,1,5,0,1,0.4,0.4091,0.76,0,0,3,3
2407,15/04/11,summer,0,4,4,1,5,0,1,0.38,0.3939,0.82,0.0896,0,3,3
2408,15/04/11,summer,0,4,5,1,5,0,1,0.36,0.3636,0.81,0.1045,2,11,13
2409,15/04/11,summer,0,4,6,1,5,0,1,0.36,0.3636,0.81,0.0896,5,42,47
2410,15/04/11,summer,0,4,7,1,5,0,1,0.4,0.4091,0.71,0.1642,10,139,149
2411,15/04/11,summer,0,4,8,1,5,0,1,0.44,0.4394,0.62,0.2985,21,279,300
2412,15/04/11,summer,0,4,9,1,5,0,1,0.5,0.4848,0.55,0.194,16,162,178
2413,15/04/11,summer,0,4,10,1,5,0,1,0.5,0.4848,0.55,0.194,31,91,122
2414,15/04/11,summer,0,4,11,1,5,0,1,0.52,0.5,0.55,0.194,41,95,136
2415,15/04/11,summer,0,4,12,1,5,0,1,0.52,0.5,0.55,0.2836,45,155,200
2416,15/04/11,summer,0,4,13,1,5,0,1,0.54,0.5152,0.52,0.2537,47,133,180
2417,15/04/11,summer,0,4,14,1,5,0,1,0.54,0.5152,0.52,0.2537,57,106,163
2418,15/04/11,summer,0,4,15,1,5,0,1,0.54,0.5152,0.52,0.4478,50,112,162
2419,15/04/11,summer,0,4,16,1,5,0,1,0.52,0.5,0.55,0.4925,70,173,243
2420,15/04/11,summer,0,4,17,1,5,0,2,0.5,0.4848,0.63,0.3881,64,267,331
2421,15/04/11,summer,0,4,18,1,5,0,2,0.46,0.4545,0.67,0.3881,47,216,263
2422,15/04/11,summer,0,4,19,1,5,0,1,0.42,0.4242,0.77,0.3881,41,168,209
2423,15/04/11,summer,0,4,20,1,5,0,2,0.4,0.4091,0.76,0.3284,26,92,118
2424,15/04/11,summer,0,4,21,1,5,0,2,0.4,0.4091,0.76,0.2985,25,77,102
2425,15/04/11,summer,0,4,22,1,5,0,2,0.38,0.3939,0.82,0.3881,16,64,80
2426,15/04/11,summer,0,4,23,1,5,0,2,0.36,0.3485,0.81,0.194,8,56,64
2427,16/04/11,summer,0,4,0,0,6,0,2,0.36,0.3485,0.81,0.2239,7,36,43
2428,16/04/11,summer,0,4,1,0,6,0,2,0.36,0.3333,0.87,0.2836,5,28,33
2429,16/04/11,summer,0,4,2,0,6,0,2,0.36,0.3485,0.87,0.1343,5,19,24
2430,16/04/11,summer,0,4,3,0,6,0,2,0.36,0.3485,0.87,0.1642,5,9,14
2431,16/04/11,summer,0,4,4,0,6,0,2,0.36,0.3485,0.87,0.2239,1,4,5
2432,16/04/11,summer,0,4,5,0,6,0,2,0.38,0.3939,0.87,0.2836,1,3,4
2433,16/04/11,summer,0,4,6,0,6,0,3,0.4,0.4091,0.82,0.3284,1,9,10
2434,16/04/11,summer,0,4,7,0,6,0,2,0.4,0.4091,0.82,0.4179,3,18,21
2435,16/04/11,summer,0,4,8,0,6,0,3,0.4,0.4091,0.87,0.3582,7,38,45
2436,16/04/11,summer,0,4,9,0,6,0,3,0.4,0.4091,1,0.2985,2,27,29
2437,16/04/11,summer,0,4,10,0,6,0,3,0.42,0.4242,0.94,0.3881,1,21,22
2438,16/04/11,summer,0,4,11,0,6,0,3,0.42,0.4242,0.94,0.4478,4,27,31
2439,16/04/11,summer,0,4,12,0,6,0,2,0.46,0.4545,0.88,0.5821,6,26,32
2440,16/04/11,summer,0,4,13,0,6,0,3,0.46,0.4545,0.94,0.5224,9,49,58
2441,16/04/11,summer,0,4,14,0,6,0,3,0.52,0.5,0.83,0.5821,14,49,63
2442,16/04/11,summer,0,4,15,0,6,0,3,0.52,0.5,0.83,0.5821,16,62,78
2443,16/04/11,summer,0,4,16,0,6,0,3,0.5,0.4848,0.88,0.4627,6,27,33
2444,16/04/11,summer,0,4,17,0,6,0,3,0.5,0.4848,0.88,0.5821,1,14,15
2445,16/04/11,summer,0,4,18,0,6,0,2,0.5,0.4848,0.94,0.3881,6,32,38
2446,16/04/11,summer,0,4,19,0,6,0,2,0.52,0.5,0.94,0.4179,9,62,71
2447,16/04/11,summer,0,4,20,0,6,0,3,0.44,0.4394,0.94,0.2239,4,49,53
2448,16/04/11,summer,0,4,21,0,6,0,2,0.44,0.4394,0.94,0,1,13,14
2449,16/04/11,summer,0,4,22,0,6,0,3,0.42,0.4242,1,0,2,22,24
2450,16/04/11,summer,0,4,23,0,6,0,2,0.44,0.4394,0.77,0.2836,5,30,35
2451,17/04/11,summer,0,4,0,0,0,0,2,0.44,0.4394,0.77,0.2836,4,29,33
2452,17/04/11,summer,0,4,1,0,0,0,1,0.42,0.4242,0.67,0.2239,6,25,31
2453,17/04/11,summer,0,4,2,0,0,0,1,0.4,0.4091,0.62,0.194,4,25,29
2454,17/04/11,summer,0,4,3,0,0,0,1,0.4,0.4091,0.66,0.1343,12,13,25
2455,17/04/11,summer,0,4,4,0,0,0,1,0.36,0.3636,0.76,0.1045,2,5,7
2456,17/04/11,summer,0,4,5,0,0,0,1,0.36,0.3485,0.71,0.1642,2,1,3
2457,17/04/11,summer,0,4,6,0,0,0,1,0.36,0.3182,0.66,0.4478,3,5,8
2458,17/04/11,summer,0,4,7,0,0,0,1,0.36,0.3333,0.5,0.3582,2,14,16
2459,17/04/11,summer,0,4,8,0,0,0,1,0.38,0.3939,0.46,0.3881,7,36,43
2460,17/04/11,summer,0,4,9,0,0,0,1,0.4,0.4091,0.43,0.2836,31,71,102
2461,17/04/11,summer,0,4,10,0,0,0,1,0.42,0.4242,0.44,0.4478,91,120,211
2462,17/04/11,summer,0,4,11,0,0,0,1,0.46,0.4545,0.41,0.4179,119,185,304
2463,17/04/11,summer,0,4,12,0,0,0,1,0.46,0.4545,0.38,0.3881,167,187,354
2464,17/04/11,summer,0,4,13,0,0,0,1,0.5,0.4848,0.34,0.3881,181,162,343
2465,17/04/11,summer,0,4,14,0,0,0,1,0.52,0.5,0.34,0.3881,170,191,361
2466,17/04/11,summer,0,4,15,0,0,0,1,0.54,0.5152,0.32,0.5224,179,209,388
2467,17/04/11,summer,0,4,16,0,0,0,1,0.54,0.5152,0.3,0.3582,161,182,343
2468,17/04/11,summer,0,4,17,0,0,0,1,0.56,0.5303,0.3,0.4478,143,163,306
2469,17/04/11,summer,0,4,18,0,0,0,1,0.56,0.5303,0.3,0.3881,102,175,277
2470,17/04/11,summer,0,4,19,0,0,0,1,0.56,0.5303,0.3,0.2985,75,135,210
2471,17/04/11,summer,0,4,20,0,0,0,1,0.52,0.5,0.36,0.194,44,97,141
2472,17/04/11,summer,0,4,21,0,0,0,1,0.5,0.4848,0.42,0.194,13,70,83
2473,17/04/11,summer,0,4,22,0,0,0,1,0.5,0.4848,0.39,0.1045,21,49,70
2474,17/04/11,summer,0,4,23,0,0,0,1,0.44,0.4394,0.67,0.1642,19,37,56
2475,18/04/11,summer,0,4,0,0,1,1,1,0.46,0.4545,0.47,0.0896,15,24,39
2476,18/04/11,summer,0,4,1,0,1,1,1,0.46,0.4545,0.47,0.1343,11,8,19
2477,18/04/11,summer,0,4,2,0,1,1,1,0.42,0.4242,0.67,0.1045,14,2,16
2478,18/04/11,summer,0,4,3,0,1,1,1,0.42,0.4242,0.62,0.1045,6,1,7
2479,18/04/11,summer,0,4,4,0,1,1,1,0.4,0.4091,0.87,0.1642,2,4,6
2480,18/04/11,summer,0,4,5,0,1,1,1,0.4,0.4091,0.76,0.0896,0,16,16
2481,18/04/11,summer,0,4,6,0,1,1,1,0.4,0.4091,0.82,0,3,51,54
2482,18/04/11,summer,0,4,7,0,1,1,1,0.46,0.4545,0.63,0,12,156,168
2483,18/04/11,summer,0,4,8,0,1,1,1,0.46,0.4545,0.63,0,20,277,297
2484,18/04/11,summer,0,4,9,0,1,1,2,0.5,0.4848,0.55,0.1045,37,132,169
2485,18/04/11,summer,0,4,10,0,1,1,2,0.52,0.5,0.55,0.1045,41,68,109
2486,18/04/11,summer,0,4,11,0,1,1,2,0.54,0.5152,0.52,0.0896,36,87,123
2487,18/04/11,summer,0,4,12,0,1,1,2,0.56,0.5303,0.49,0.0896,60,124,184
2488,18/04/11,summer,0,4,13,0,1,1,2,0.56,0.5303,0.49,0.1642,41,128,169
2489,18/04/11,summer,0,4,14,0,1,1,2,0.58,0.5455,0.49,0.194,49,95,144
2490,18/04/11,summer,0,4,15,0,1,1,2,0.6,0.6212,0.43,0.194,64,112,176
2491,18/04/11,summer,0,4,16,0,1,1,1,0.6,0.6212,0.46,0.2836,40,165,205
2492,18/04/11,summer,0,4,17,0,1,1,1,0.58,0.5455,0.49,0.2836,66,362,428
2493,18/04/11,summer,0,4,18,0,1,1,1,0.64,0.6212,0.31,0.3582,41,321,362
2494,18/04/11,summer,0,4,19,0,1,1,1,0.56,0.5303,0.46,0.2537,42,244,286
2495,18/04/11,summer,0,4,20,0,1,1,1,0.6,0.6212,0.33,0.2985,29,136,165
2496,18/04/11,summer,0,4,21,0,1,1,1,0.56,0.5303,0.37,0.2836,20,131,151
2497,18/04/11,summer,0,4,22,0,1,1,1,0.52,0.5,0.55,0.2836,9,81,90
2498,18/04/11,summer,0,4,23,0,1,1,1,0.5,0.4848,0.59,0.2537,11,35,46
2499,19/04/11,summer,0,4,0,0,2,1,1,0.5,0.4848,0.55,0.2239,2,23,25
2500,19/04/11,summer,0,4,1,0,2,1,1,0.46,0.4545,0.63,0.2239,5,2,7
2501,19/04/11,summer,0,4,2,0,2,1,1,0.46,0.4545,0.67,0.2836,8,5,13
2502,19/04/11,summer,0,4,3,0,2,1,1,0.48,0.4697,0.63,0.2239,0,3,3
2503,19/04/11,summer,0,4,4,0,2,1,1,0.46,0.4545,0.67,0.0896,1,4,5
2504,19/04/11,summer,0,4,5,0,2,1,2,0.46,0.4545,0.72,0.194,1,17,18
2505,19/04/11,summer,0,4,6,0,2,1,2,0.48,0.4697,0.67,0,2,63,65
2506,19/04/11,summer,0,4,7,0,2,1,2,0.52,0.5,0.55,0,22,166,188
2507,19/04/11,summer,0,4,8,0,2,1,2,0.5,0.4848,0.68,0.1343,20,331,351
2508,19/04/11,summer,0,4,9,0,2,1,3,0.52,0.5,0.63,0.0896,23,139,162
2509,19/04/11,summer,0,4,10,0,2,1,2,0.5,0.4848,0.72,0.2239,15,60,75
2510,19/04/11,summer,0,4,11,0,2,1,2,0.54,0.5152,0.68,0.1642,19,53,72
2511,19/04/11,summer,0,4,12,0,2,1,2,0.54,0.5152,0.64,0.0896,19,84,103
2512,19/04/11,summer,0,4,13,0,2,1,2,0.54,0.5152,0.68,0.2239,26,103,129
2513,19/04/11,summer,0,4,14,0,2,1,2,0.54,0.5152,0.64,0.194,19,88,107
2514,19/04/11,summer,0,4,15,0,2,1,2,0.54,0.5152,0.65,0.1642,44,83,127
2515,19/04/11,summer,0,4,16,0,2,1,1,0.56,0.5303,0.52,0.2985,30,162,192
2516,19/04/11,summer,0,4,17,0,2,1,1,0.56,0.5303,0.6,0.1045,39,372,411
2517,19/04/11,summer,0,4,18,0,2,1,2,0.54,0.5152,0.64,0.1343,44,377,421
2518,19/04/11,summer,0,4,19,0,2,1,2,0.5,0.4848,0.72,0.194,28,248,276
2519,19/04/11,summer,0,4,20,0,2,1,2,0.5,0.4848,0.72,0.2239,20,148,168
2520,19/04/11,summer,0,4,21,0,2,1,2,0.5,0.4848,0.72,0.1343,8,114,122
2521,19/04/11,summer,0,4,22,0,2,1,1,0.48,0.4697,0.77,0.0896,3,109,112
2522,19/04/11,summer,0,4,23,0,2,1,1,0.46,0.4545,0.88,0.0896,11,41,52
2523,20/04/11,summer,0,4,0,0,3,1,1,0.44,0.4394,0.88,0.1343,4,29,33
2524,20/04/11,summer,0,4,1,0,3,1,1,0.42,0.4242,0.94,0.1642,2,5,7
2525,20/04/11,summer,0,4,2,0,3,1,1,0.42,0.4242,0.94,0.1642,0,2,2
2526,20/04/11,summer,0,4,3,0,3,1,1,0.42,0.4242,0.94,0,0,2,2
2527,20/04/11,summer,0,4,4,0,3,1,1,0.4,0.4091,1,0.1045,5,4,9
2528,20/04/11,summer,0,4,5,0,3,1,1,0.4,0.4091,0.94,0.194,1,14,15
2529,20/04/11,summer,0,4,6,0,3,1,1,0.42,0.4242,0.94,0.1642,2,62,64
2530,20/04/11,summer,0,4,7,0,3,1,1,0.44,0.4394,0.94,0,26,211,237
2531,20/04/11,summer,0,4,8,0,3,1,1,0.62,0.6061,0.69,0.4627,22,374,396
2532,20/04/11,summer,0,4,9,0,3,1,1,0.66,0.6212,0.61,0.2836,27,170,197
2533,20/04/11,summer,0,4,10,0,3,1,1,0.62,0.6061,0.69,0.0896,45,86,131
2534,20/04/11,summer,0,4,11,0,3,1,1,0.62,0.6061,0.69,0.0896,31,87,118
2535,20/04/11,summer,0,4,12,0,3,1,1,0.7,0.6515,0.48,0.3881,28,117,145
2536,20/04/11,summer,0,4,13,0,3,1,1,0.7,0.6515,0.48,0.3881,42,135,177
2537,20/04/11,summer,0,4,14,0,3,1,1,0.74,0.6515,0.4,0.4627,33,115,148
2538,20/04/11,summer,0,4,15,0,3,1,2,0.76,0.6667,0.35,0.3582,32,113,145
2539,20/04/11,summer,0,4,16,0,3,1,2,0.76,0.6667,0.35,0.3582,54,201,255
2540,20/04/11,summer,0,4,17,0,3,1,2,0.74,0.6515,0.37,0.4179,34,398,432
2541,20/04/11,summer,0,4,18,0,3,1,1,0.74,0.6515,0.3,0.3582,56,385,441
2542,20/04/11,summer,0,4,19,0,3,1,1,0.7,0.6364,0.32,0.2537,74,309,383
2543,20/04/11,summer,0,4,20,0,3,1,1,0.68,0.6212,0.32,0.1045,31,194,225
2544,20/04/11,summer,0,4,21,0,3,1,1,0.66,0.6212,0.36,0.2836,38,134,172
2545,20/04/11,summer,0,4,22,0,3,1,1,0.62,0.6212,0.41,0.2537,12,105,117
2546,20/04/11,summer,0,4,23,0,3,1,1,0.6,0.6212,0.4,0.3284,14,79,93
2547,21/04/11,summer,0,4,0,0,4,1,1,0.56,0.5303,0.43,0.3582,11,33,44
2548,21/04/11,summer,0,4,1,0,4,1,1,0.52,0.5,0.45,0.2239,6,20,26
2549,21/04/11,summer,0,4,2,0,4,1,1,0.5,0.4848,0.42,0.3881,3,10,13
2550,21/04/11,summer,0,4,3,0,4,1,2,0.46,0.4545,0.51,0.4627,4,3,7
2551,21/04/11,summer,0,4,4,0,4,1,2,0.44,0.4394,0.54,0.4478,2,4,6
2552,21/04/11,summer,0,4,5,0,4,1,2,0.42,0.4242,0.54,0.5522,0,14,14
2553,21/04/11,summer,0,4,6,0,4,1,2,0.4,0.4091,0.58,0.5821,2,73,75
2554,21/04/11,summer,0,4,7,0,4,1,2,0.42,0.4242,0.47,0.4627,15,183,198
2555,21/04/11,summer,0,4,8,0,4,1,2,0.4,0.4091,0.5,0.4925,19,346,365
2556,21/04/11,summer,0,4,9,0,4,1,2,0.42,0.4242,0.47,0.2836,18,178,196
2557,21/04/11,summer,0,4,10,0,4,1,1,0.42,0.4242,0.44,0.3582,25,73,98
2558,21/04/11,summer,0,4,11,0,4,1,1,0.44,0.4394,0.41,0.2836,34,99,133
2559,21/04/11,summer,0,4,12,0,4,1,1,0.46,0.4545,0.38,0.1642,49,150,199
2560,21/04/11,summer,0,4,13,0,4,1,1,0.48,0.4697,0.33,0.3284,55,122,177
2561,21/04/11,summer,0,4,14,0,4,1,1,0.5,0.4848,0.34,0.3881,68,160,228
2562,21/04/11,summer,0,4,15,0,4,1,1,0.52,0.5,0.29,0.4179,69,166,235
2563,21/04/11,summer,0,4,16,0,4,1,1,0.52,0.5,0.27,0.3582,66,228,294
2564,21/04/11,summer,0,4,17,0,4,1,1,0.5,0.4848,0.29,0.1642,79,402,481
2565,21/04/11,summer,0,4,18,0,4,1,1,0.5,0.4848,0.25,0.2836,71,381,452
2566,21/04/11,summer,0,4,19,0,4,1,1,0.46,0.4545,0.28,0.2836,52,272,324
2567,21/04/11,summer,0,4,20,0,4,1,1,0.44,0.4394,0.3,0.1343,28,176,204
2568,21/04/11,summer,0,4,21,0,4,1,1,0.42,0.4242,0.47,0.194,25,159,184
2569,21/04/11,summer,0,4,22,0,4,1,1,0.42,0.4242,0.38,0.0896,31,106,137
2570,21/04/11,summer,0,4,23,0,4,1,1,0.4,0.4091,0.43,0.1045,13,86,99
2571,22/04/11,summer,0,4,0,0,5,1,1,0.36,0.3485,0.62,0.194,3,30,33
2572,22/04/11,summer,0,4,1,0,5,1,1,0.36,0.3333,0.53,0.2537,2,22,24
2573,22/04/11,summer,0,4,2,0,5,1,1,0.36,0.3333,0.53,0.2985,2,7,9
2574,22/04/11,summer,0,4,3,0,5,1,1,0.36,0.3333,0.53,0.2985,0,2,2
2575,22/04/11,summer,0,4,4,0,5,1,1,0.34,0.3182,0.53,0.2836,1,2,3
2576,22/04/11,summer,0,4,5,0,5,1,1,0.34,0.3182,0.53,0.2239,0,16,16
2577,22/04/11,summer,0,4,6,0,5,1,1,0.34,0.3182,0.53,0.2836,2,47,49
2578,22/04/11,summer,0,4,7,0,5,1,2,0.34,0.3182,0.53,0.2836,5,175,180
2579,22/04/11,summer,0,4,8,0,5,1,2,0.34,0.3182,0.53,0.2537,15,331,346
2580,22/04/11,summer,0,4,9,0,5,1,3,0.34,0.303,0.61,0.2985,17,178,195
2581,22/04/11,summer,0,4,10,0,5,1,2,0.36,0.3485,0.62,0.194,32,104,136
2582,22/04/11,summer,0,4,11,0,5,1,3,0.34,0.3333,0.66,0.194,23,83,106
2583,22/04/11,summer,0,4,12,0,5,1,3,0.34,0.3333,0.76,0.1343,19,61,80
2584,22/04/11,summer,0,4,13,0,5,1,3,0.34,0.3333,0.87,0.194,3,37,40
2585,22/04/11,summer,0,4,14,0,5,1,3,0.34,0.3182,0.87,0.2537,3,33,36
2586,22/04/11,summer,0,4,15,0,5,1,3,0.34,0.3333,0.87,0.194,13,62,75
2587,22/04/11,summer,0,4,16,0,5,1,3,0.34,0.3333,0.87,0.1343,4,58,62
2588,22/04/11,summer,0,4,17,0,5,1,3,0.32,0.303,0.93,0.2239,6,63,69
2589,22/04/11,summer,0,4,18,0,5,1,3,0.32,0.303,0.93,0.2239,4,47,51
2590,22/04/11,summer,0,4,19,0,5,1,3,0.32,0.303,0.93,0.2239,7,48,55
2591,22/04/11,summer,0,4,20,0,5,1,3,0.32,0.303,0.87,0.2239,8,39,47
2592,22/04/11,summer,0,4,21,0,5,1,3,0.3,0.303,0.93,0.1642,5,23,28
2593,22/04/11,summer,0,4,22,0,5,1,3,0.3,0.303,1,0.1343,3,21,24
2594,22/04/11,summer,0,4,23,0,5,1,3,0.32,0.3333,0.93,0.1045,0,17,17
2595,23/04/11,summer,0,4,0,0,6,0,2,0.32,0.3182,1,0.194,0,18,18
2596,23/04/11,summer,0,4,1,0,6,0,2,0.32,0.3182,1,0.194,5,11,16
2597,23/04/11,summer,0,4,2,0,6,0,3,0.32,0.3333,1,0.1343,3,14,17
2598,23/04/11,summer,0,4,3,0,6,0,3,0.32,0.3333,1,0.0896,0,4,4
2599,23/04/11,summer,0,4,4,0,6,0,3,0.34,0.3636,1,0,2,3,5
2600,23/04/11,summer,0,4,5,0,6,0,3,0.34,0.3636,1,0,1,6,7
2601,23/04/11,summer,0,4,6,0,6,0,2,0.34,0.3333,1,0.1642,0,11,11
2602,23/04/11,summer,0,4,7,0,6,0,3,0.34,0.3333,1,0.1642,2,17,19
2603,23/04/11,summer,0,4,8,0,6,0,2,0.36,0.3333,1,0.2537,15,32,47
2604,23/04/11,summer,0,4,9,0,6,0,2,0.38,0.3939,0.94,0.2985,13,55,68
2605,23/04/11,summer,0,4,10,0,6,0,2,0.42,0.4242,0.88,0.2239,36,93,129
2606,23/04/11,summer,0,4,11,0,6,0,2,0.46,0.4545,0.88,0.2239,68,164,232
2607,23/04/11,summer,0,4,12,0,6,0,1,0.52,0.5,0.83,0.4179,94,197,291
2608,23/04/11,summer,0,4,13,0,6,0,1,0.52,0.5,0.83,0.3881,126,186,312
2609,23/04/11,summer,0,4,14,0,6,0,1,0.58,0.5455,0.78,0.3582,182,209,391
2610,23/04/11,summer,0,4,15,0,6,0,1,0.6,0.5909,0.73,0.3881,171,226,397
2611,23/04/11,summer,0,4,16,0,6,0,1,0.6,0.5909,0.73,0.2836,180,246,426
2612,23/04/11,summer,0,4,17,0,6,0,1,0.6,0.5909,0.73,0.3284,168,215,383
2613,23/04/11,summer,0,4,18,0,6,0,1,0.58,0.5455,0.78,0.194,149,227,376
2614,23/04/11,summer,0,4,19,0,6,0,1,0.56,0.5303,0.83,0.2836,84,199,283
2615,23/04/11,summer,0,4,20,0,6,0,2,0.54,0.5152,0.88,0.2537,45,138,183
2616,23/04/11,summer,0,4,21,0,6,0,2,0.56,0.5303,0.83,0.2836,32,103,135
2617,23/04/11,summer,0,4,22,0,6,0,2,0.58,0.5455,0.78,0.2537,55,114,169
2618,23/04/11,summer,0,4,23,0,6,0,2,0.54,0.5152,0.88,0.1642,31,86,117
2619,24/04/11,summer,0,4,0,0,0,0,1,0.52,0.5,0.83,0.2239,30,66,96
2620,24/04/11,summer,0,4,1,0,0,0,1,0.5,0.4848,0.88,0.194,14,40,54
2621,24/04/11,summer,0,4,2,0,0,0,1,0.5,0.4848,0.88,0.194,27,45,72
2622,24/04/11,summer,0,4,3,0,0,0,1,0.5,0.4848,0.94,0.0896,4,20,24
2623,24/04/11,summer,0,4,4,0,0,0,1,0.5,0.4848,0.94,0.0896,0,5,5
2624,24/04/11,summer,0,4,5,0,0,0,1,0.5,0.4848,0.94,0.0896,5,7,12
2625,24/04/11,summer,0,4,6,0,0,0,2,0.5,0.4848,1,0,10,3,13
2626,24/04/11,summer,0,4,7,0,0,0,2,0.5,0.4848,1,0,16,11,27
2627,24/04/11,summer,0,4,8,0,0,0,1,0.52,0.5,0.94,0.2239,38,42,80
2628,24/04/11,summer,0,4,9,0,0,0,1,0.56,0.5303,0.88,0.2537,73,104,177
2629,24/04/11,summer,0,4,10,0,0,0,1,0.6,0.5758,0.78,0.1642,118,171,289
2630,24/04/11,summer,0,4,11,0,0,0,1,0.66,0.6212,0.65,0.1343,124,193,317
2631,24/04/11,summer,0,4,12,0,0,0,1,0.68,0.6364,0.65,0.2537,168,220,388
2632,24/04/11,summer,0,4,13,0,0,0,1,0.7,0.6515,0.58,0.2836,205,236,441
2633,24/04/11,summer,0,4,14,0,0,0,1,0.7,0.6515,0.54,0.3284,197,223,420
2634,24/04/11,summer,0,4,15,0,0,0,1,0.66,0.6212,0.61,0.2537,167,202,369
2635,24/04/11,summer,0,4,16,0,0,0,1,0.74,0.6667,0.48,0.3881,162,197,359
2636,24/04/11,summer,0,4,17,0,0,0,1,0.66,0.6212,0.65,0.2985,142,189,331
2637,24/04/11,summer,0,4,18,0,0,0,1,0.64,0.6061,0.69,0.1642,96,174,270
2638,24/04/11,summer,0,4,19,0,0,0,3,0.6,0.5606,0.83,0.2836,62,132,194
2639,24/04/11,summer,0,4,20,0,0,0,3,0.6,0.5606,0.83,0.2836,34,71,105
2640,24/04/11,summer,0,4,21,0,0,0,3,0.54,0.5152,0.94,0.1642,8,53,61
2641,24/04/11,summer,0,4,22,0,0,0,3,0.54,0.5152,1,0.1642,5,40,45
2642,24/04/11,summer,0,4,23,0,0,0,3,0.54,0.5152,1,0.0896,5,37,42
2643,25/04/11,summer,0,4,0,0,1,1,3,0.52,0.5,1,0,2,10,12
2644,25/04/11,summer,0,4,1,0,1,1,1,0.54,0.5152,1,0.0896,2,8,10
2645,25/04/11,summer,0,4,2,0,1,1,1,0.54,0.5152,1,0.0896,1,9,10
2646,25/04/11,summer,0,4,3,0,1,1,2,0.5,0.4848,1,0.1045,2,8,10
2647,25/04/11,summer,0,4,4,0,1,1,2,0.52,0.5,1,0,1,4,5
2648,25/04/11,summer,0,4,5,0,1,1,2,0.46,0.4545,1,0,3,14,17
2649,25/04/11,summer,0,4,6,0,1,1,2,0.5,0.4848,1,0,7,59,66
2650,25/04/11,summer,0,4,7,0,1,1,2,0.52,0.5,1,0.0896,13,183,196
2651,25/04/11,summer,0,4,8,0,1,1,1,0.56,0.5303,0.88,0.1045,27,326,353
2652,25/04/11,summer,0,4,9,0,1,1,1,0.6,0.5606,0.83,0.1343,27,147,174
2653,25/04/11,summer,0,4,10,0,1,1,1,0.64,0.6061,0.73,0.2239,61,64,125
2654,25/04/11,summer,0,4,11,0,1,1,1,0.64,0.6061,0.73,0.2239,53,94,147
2655,25/04/11,summer,0,4,12,0,1,1,1,0.66,0.6212,0.74,0.2537,48,140,188
2656,25/04/11,summer,0,4,13,0,1,1,1,0.7,0.6515,0.65,0.2239,57,146,203
2657,25/04/11,summer,0,4,14,0,1,1,1,0.72,0.6667,0.54,0.2239,47,99,146
2658,25/04/11,summer,0,4,15,0,1,1,1,0.74,0.6667,0.51,0.2239,50,125,175
2659,25/04/11,summer,0,4,16,0,1,1,1,0.7,0.6515,0.54,0.3582,41,198,239
2660,25/04/11,summer,0,4,17,0,1,1,1,0.7,0.6515,0.54,0.2985,80,441,521
2661,25/04/11,summer,0,4,18,0,1,1,1,0.68,0.6364,0.57,0.3582,74,425,499
2662,25/04/11,summer,0,4,19,0,1,1,1,0.66,0.6212,0.57,0.3284,62,320,382
2663,25/04/11,summer,0,4,20,0,1,1,1,0.66,0.6212,0.61,0.2836,42,195,237
2664,25/04/11,summer,0,4,21,0,1,1,1,0.62,0.6061,0.69,0.2537,41,149,190
2665,25/04/11,summer,0,4,22,0,1,1,1,0.6,0.5909,0.73,0.2985,23,83,106
2666,25/04/11,summer,0,4,23,0,1,1,1,0.58,0.5455,0.78,0.2836,9,53,62
2667,26/04/11,summer,0,4,0,0,2,1,1,0.62,0.6061,0.69,0.2836,10,17,27
2668,26/04/11,summer,0,4,1,0,2,1,1,0.62,0.5909,0.73,0.2836,16,5,21
2669,26/04/11,summer,0,4,2,0,2,1,1,0.56,0.5303,0.83,0.3284,17,9,26
2670,26/04/11,summer,0,4,3,0,2,1,1,0.54,0.5152,0.88,0.2836,17,4,21
2671,26/04/11,summer,0,4,4,0,2,1,1,0.56,0.5303,0.83,0.2537,2,4,6
2672,26/04/11,summer,0,4,5,0,2,1,1,0.54,0.5152,0.88,0.2537,0,16,16
2673,26/04/11,summer,0,4,6,0,2,1,1,0.56,0.5303,0.88,0.2239,0,80,80
